Tippytea Cia Ltda,,,,,,,,,,,,,
,,,,,,,,,,,,,
Resumen de Existencias,Planta /  /  / /,,,,,,,,,,,,
Desde:,1/2/2026,Hasta:,2/2/2026,,,,,,,,,,
Fecha de Emisión: ,2026/02/02 10:57:25,,,,,,,,,,,,
Codigo,Nombre,Unidad, Inicial , Ingreso , Salida , Saldo Mes , Conteo ( Amy) , Conteo ( Vale ) , Condeo ( Fabian  ) , Condeo ( Andres ) , Conteo 02-02-2026 , Diferencia  ,Observacion
004-000-00405,Sorbato De Potasio,gr,"  3.953,00 ",  -   ,"  2.256,00 ","  1.697,00 ",  -   ,  -   ,"  1.708,96 ",  -   ,"  1.708,96 ","  -11,96 ",SOBRANTE
004-000-00406,Goma Guar,gr,"  3.319,50 ","  25.000,00 ","  3.736,00 ","  24.583,50 ",  -   ,  -   ,"  25.250,00 ",  -   ,"  25.250,00 ","  -666,50 ",SOBRANTE
004-000-00407,Glucosa,gr,  -   ,"  330.000,00 ","  287.300,00 ","  42.700,00 ",  -   ,  -   ,"  300.000,00 ",  -   ,"  300.000,00 ","  -257.300,00 ",SOBRANTE
004-000-00408,Cloruro,gr,"  816,50 ",  -   ,"  236,00 ","  580,50 ",  -   ,  -   ,"  619,00 ",  -   ,"  619,00 ","  -38,50 ",SOBRANTE
004-000-00409,Colorante Verde,uni,"  8,00 ",  -   ,"  1,00 ","  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
004-000-00410,Colorante Azul,uni,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
004-000-00411,Colorante Rojo,uni,"  6,00 ","  20,00 ","  12,00 ","  14,00 ",  -   ,  -   ,"  14,00 ",  -   ,"  14,00 ",  -   ,SIN DIFERENCIA
004-000-00412,Colorante Fucsia,uni,"  10,00 ","  20,00 ","  3,00 ","  27,00 ",  -   ,  -   ,"  25,00 ",  -   ,"  25,00 ","  2,00 ",FALTANTE
004-000-00413,Colorante Amarillo,uni,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,  -   ,"  7,00 ",  -   ,"  7,00 ",  -   ,SIN DIFERENCIA
004-000-00414,Colorante Cafe,uni,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ",  -   ,SIN DIFERENCIA
004-000-00415,Colorante Pupple 20gr,uni,"  23,00 ",  -   ,  -   ,"  23,00 ",  -   ,  -   ,"  23,00 ",  -   ,"  23,00 ",  -   ,SIN DIFERENCIA
004-000-00417,Colorante Naranja,uni,"  6,00 ",  -   ,  -   ,"  6,00 ",  -   ,  -   ,"  6,00 ",  -   ,"  6,00 ",  -   ,SIN DIFERENCIA
004-000-00418,Pads Manzanilla,uni,  -   ,  -   ,"  340,00 ","  -340,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -340,00 ",SOBRANTE
004-000-00419,Pads Guayusa,uni,"  42,00 ",  -   ,  -   ,"  42,00 ",  -   ,  -   ,  -   ,"  19,00 ","  19,00 ","  23,00 ",FALTANTE
004-000-00422,Pads Red Seduccion,uni,"  204,00 ",  -   ,  -   ,"  204,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  204,00 ",FALTANTE
004-000-00423,Pads Butterfly,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00424,Piramides Sachet Caribean Punch,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00425,Piramides Sachet Strawberry Green Tea,uni,"  34,00 ","  100,00 ","  135,00 ","  -1,00 ",  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ","  -6,00 ",SOBRANTE
004-000-00426,Piramides Green Tea,uni,"  241,00 ",  -   ,  -   ,"  241,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  241,00 ",FALTANTE
004-000-00428,Piramides Sachet Guayusa Y Mortino,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00429,Piramides Sachet Guayusa Mate Citrus,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00430,Piramides Sachet Mercedes Apple,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00431,Piramides Sachet Mint Green,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00432,Piramides Sachet Oolong Grape,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00433,Piramides Sachet Pina Green Tea,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  5,00 ",  -   ,"  5,00 ","  -5,00 ",SOBRANTE
004-000-00434,Piramides Sachet Provence,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00435,Piramides Detox,uni,"  67,00 ",  -   ,  -   ,"  67,00 ",  -   ,  -   ,"  17,00 ",  -   ,"  17,00 ","  50,00 ",FALTANTE
004-000-00436,Piramides Nuema,uni,"  10,00 ",  -   ,  -   ,"  10,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  10,00 ",FALTANTE
004-000-00437,Piramides Sachet Rosalinet Night,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00438,Piramides Sachet Amaranto Spice,uni,"  9,00 ",  -   ,  -   ,"  9,00 ",  -   ,  -   ,"  9,00 ",  -   ,"  9,00 ",  -   ,SIN DIFERENCIA
004-000-00439,Piramides Urko,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00440,Piramides Quitu Ecuatorial,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00441,Piramides Quitu Bosque,uni,"  10,00 ",  -   ,  -   ,"  10,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  10,00 ",FALTANTE
004-000-00442,Piramides Quitu Paramo,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00443,Piramides Loccitane,uni,"  40,00 ",  -   ,  -   ,"  40,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  40,00 ",FALTANTE
004-000-00444,Piramides Sachet Red Seduction,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00445,Piramides Sachet Strawberry Rose Mint,uni,"  11,00 ",  -   ,  -   ,"  11,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  11,00 ",FALTANTE
004-000-00446,Piramides Sachet Negro Blueberry,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00447,Piramide Sachet Ginger Cider,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00448,Piramides Sachet Majestic Puerh,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
004-000-00452,Funda Matcha Culinario,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00006,Blends Anis Oregano Lucia,gr,"  594,00 ",  -   ,"  254,00 ","  340,00 ",  -   ,  -   ,  -   ,"  530,00 ","  530,00 ","  -190,00 ",SOBRANTE
005-000-00007,Blend Dia De La Madre,gr,"  100,00 ","  600,00 ","  500,00 ","  200,00 ",  -   ,  -   ,  -   ,"  208,00 ","  208,00 ","  -8,00 ",SOBRANTE
005-000-00011,Blends Detox Body Gye Katherine,gr,"  540,00 ",  -   ,  -   ,"  540,00 ",  -   ,  -   ,  -   ,"  542,00 ","  542,00 ","  -2,00 ",SOBRANTE
005-000-00012,Blends Detox Bajar De Peso,gr,"  571,00 ",  -   ,  -   ,"  571,00 ",  -   ,  -   ,  -   ,"  571,00 ","  571,00 ",  -   ,SIN DIFERENCIA
005-000-00013,Blends Guayusa Y Cacao,gr,  -   ,  -   ,"  25,00 ","  -25,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -25,00 ",SOBRANTE
005-000-00015,Blends Jamaica And Berries Dulcafe,gr,"  442,00 ","  12.450,00 ","  12.842,00 ","  50,00 ",  -   ,  -   ,  -   ,"  383,00 ","  383,00 ","  -333,00 ",SOBRANTE
005-000-00017,Blends Jamaica Y Berries Kfc,gr,"  228,00 ","  76.000,00 ","  69.874,00 ","  6.354,00 ",  -   ,  -   ,  -   ,"  228,00 ","  228,00 ","  6.126,00 ",FALTANTE
005-000-00018,Blends Jamaica Y Mora,gr,"  1.201,00 ",  -   ,  -   ,"  1.201,00 ",  -   ,  -   ,  -   ,"  1.203,00 ","  1.203,00 ","  -2,00 ",SOBRANTE
005-000-00021,Blends Lemon Ginger Sweet And Coffee,gr,"  367,00 ","  2.700,00 ","  3.067,00 ",  -   ,  -   ,  -   ,  -   ,"  514,00 ","  514,00 ","  -514,00 ",SOBRANTE
005-000-00023,Matcha Late Mix,gr,  -   ,"  14.000,00 ","  14.000,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00024,Golden Matcha Latte,gr,"  1.370,00 ","  500,00 ","  673,00 ","  1.197,00 ","  302,00 ",  -   ,  -   ,  -   ,"  302,00 ","  895,00 ",FALTANTE
005-000-00025,Pink Matcha P,gr,"  150,00 ","  2.911,50 ","  3.483,50 ","  -422,00 ","  342,00 ",  -   ,  -   ,  -   ,"  342,00 ","  -764,00 ",SOBRANTE
005-000-00028,Blends Mystic Petal Gin,gr,"  555,00 ",  -   ,  -   ,"  555,00 ",  -   ,  -   ,  -   ,"  555,00 ","  555,00 ",  -   ,SIN DIFERENCIA
005-000-00030,Blends The Ophir,gr,"  472,00 ",  -   ,  -   ,"  472,00 ",  -   ,  -   ,  -   ,"  755,00 ","  755,00 ","  -283,00 ",SOBRANTE
005-000-00033,Blends Peach Blend Kfc,gr,"  199,00 ",  -   ,  -   ,"  199,00 ",  -   ,  -   ,  -   ,"  199,00 ","  199,00 ",  -   ,SIN DIFERENCIA
005-000-00034,Blends Pumpkin Spice,gr,"  871,00 ",  -   ,  -   ,"  871,00 ",  -   ,  -   ,  -   ,"  872,00 ","  872,00 ","  -1,00 ",SOBRANTE
005-000-00035,Blends Purple Rain,gr,"  583,00 ",  -   ,  -   ,"  583,00 ",  -   ,  -   ,  -   ,"  583,00 ","  583,00 ",  -   ,SIN DIFERENCIA
005-000-00038,Blends Sakura Cherry,gr,"  1.294,00 ",  -   ,"  180,00 ","  1.114,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1.114,00 ",FALTANTE
005-000-00039,Blends Sandia Kfc,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00040,Blends Sunshine Lemon,gr,  -   ,  -   ,"  352,00 ","  -352,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -352,00 ",SOBRANTE
005-000-00041,Butterfly Morado Kfc,gr,  -   ,"  10.000,00 ","  9.640,00 ","  360,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  360,00 ",FALTANTE
005-000-00042,Blends Te Negro Kfc,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00043,Blends Te Navidad Cyril,gr,"  539,00 ",  -   ,  -   ,"  539,00 ",  -   ,  -   ,  -   ,"  500,00 ","  500,00 ","  39,00 ",FALTANTE
005-000-00044,Blend De Navidad 2024,gr,"  1.153,00 ","  12.000,00 ","  12.630,00 ","  523,00 ",  -   ,  -   ,  -   ,"  1.150,00 ","  1.150,00 ","  -627,00 ",SOBRANTE
005-000-00045,Blends Te Negro Granada Luicia,gr,"  81,00 ",  -   ,"  278,00 ","  -197,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  -197,00 ",SOBRANTE
005-000-00047,Blends Tisana Frutos Rojos,gr,  -   ,"  5.500,00 ","  2.610,00 ","  2.890,00 ",  -   ,  -   ,  -   ,"  852,00 ","  852,00 ","  2.038,00 ",FALTANTE
005-000-00048,Blends Tisana Manzana,gr,"  358,00 ","  3.200,00 ","  3.130,00 ","  428,00 ",  -   ,  -   ,  -   ,"  744,00 ","  744,00 ","  -316,00 ",SOBRANTE
005-000-00049,Blends Tisana Naranja,gr,"  169,00 ","  3.000,00 ","  3.229,00 ","  -60,00 ",  -   ,  -   ,  -   ,"  242,00 ","  242,00 ","  -302,00 ",SOBRANTE
005-000-00050,Blends Tisana Pina,gr,"  334,00 ",  -   ,"  334,00 ",  -   ,  -   ,  -   ,  -   ,"  721,00 ","  721,00 ","  -721,00 ",SOBRANTE
005-000-00052,Blends Wild Berry Gin,gr,"  470,00 ",  -   ,  -   ,"  470,00 ",  -   ,  -   ,  -   ,"  470,00 ","  470,00 ",  -   ,SIN DIFERENCIA
005-000-00053,Blendsandes Quitu,gr,"  709,00 ",  -   ,"  128,00 ","  581,00 ",  -   ,  -   ,  -   ,"  472,00 ","  472,00 ","  109,00 ",FALTANTE
005-000-00054,Blends Amazonia Quitu,gr,"  658,00 ",  -   ,"  146,00 ","  512,00 ",  -   ,  -   ,  -   ,"  503,00 ","  503,00 ","  9,00 ",FALTANTE
005-000-00055,Blends Apaysami Digestivo,gr,  -   ,"  5.600,00 ",  -   ,"  5.600,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  5.600,00 ",FALTANTE
005-000-00056,Blends Archipielago Quitu,gr,"  42,00 ",  -   ,"  42,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00058,Blends Atix Blend,gr,"  1.577,00 ",  -   ,  -   ,"  1.577,00 ",  -   ,  -   ,  -   ,"  1.578,00 ","  1.578,00 ","  -1,00 ",SOBRANTE
005-000-00059,Blend 3500,gr,"  669,00 ",  -   ,"  96,00 ","  573,00 ",  -   ,  -   ,  -   ,"  535,00 ","  535,00 ","  38,00 ",FALTANTE
005-000-00060,Blend Holiday Paseo San Francisco,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00064,Blends Bosque Nublado Quitu,gr,"  401,00 ",  -   ,"  111,00 ","  290,00 ",  -   ,  -   ,  -   ,"  340,00 ","  340,00 ","  -50,00 ",SOBRANTE
005-000-00066,Blends Butterfly,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00067,Butterfly Blend Kfc,gr,"  403,00 ",  -   ,  -   ,"  403,00 ",  -   ,  -   ,  -   ,"  779,00 ","  779,00 ","  -376,00 ",SOBRANTE
005-000-00068,Blends Coquelicot,gr,"  125,00 ",  -   ,  -   ,"  125,00 ",  -   ,  -   ,  -   ,"  125,00 ","  125,00 ",  -   ,SIN DIFERENCIA
005-000-00069,Blends Cosmic,gr,"  251,00 ","  1.000,00 ","  1.355,00 ","  -104,00 ",  -   ,  -   ,  -   ,"  259,00 ","  259,00 ","  -363,00 ",SOBRANTE
005-000-00070,Blends Coeur Paris,gr,"  216,00 ",  -   ,"  158,00 ","  58,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  58,00 ",FALTANTE
005-000-00074,Blends Ecuatorial Quitu,gr,"  347,00 ",  -   ,  -   ,"  347,00 ",  -   ,  -   ,  -   ,"  291,00 ","  291,00 ","  56,00 ",FALTANTE
005-000-00077,Blends Mandarine Cyril,gr,"  513,00 ",  -   ,  -   ,"  513,00 ",  -   ,  -   ,  -   ,"  416,00 ","  416,00 ","  97,00 ",FALTANTE
005-000-00078,Blends Nuema Amazonia Episodio 1,gr,"  1.498,00 ",  -   ,"  118,00 ","  1.380,00 ",  -   ,  -   ,  -   ,"  1.381,00 ","  1.381,00 ","  -1,00 ",SOBRANTE
005-000-00079,Blends Nuema Costa Episodio 1,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00080,Blends Nuema Sierra Episodio 1,gr,"  365,00 ",  -   ,"  213,00 ","  152,00 ",  -   ,  -   ,  -   ,"  269,00 ","  269,00 ","  -117,00 ",SOBRANTE
005-000-00081,Blends Sandia Jamaica,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00082,Blends Terre Lumiere,gr,"  1.081,00 ",  -   ,  -   ,"  1.081,00 ",  -   ,  -   ,  -   ,"  1.079,00 ","  1.079,00 ","  2,00 ",FALTANTE
005-000-00084,Blends Urko,gr,"  1.320,00 ",  -   ,  -   ,"  1.320,00 ",  -   ,  -   ,  -   ,"  1.321,00 ","  1.321,00 ","  -1,00 ",SOBRANTE
005-000-00085,Blends Mademoisellie Cyril,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  615,00 ","  615,00 ","  -615,00 ",SOBRANTE
005-000-00086,Blends Angel Y Demon Cyril,gr,"  480,00 ",  -   ,"  390,00 ","  90,00 ",  -   ,  -   ,  -   ,"  282,00 ","  282,00 ","  -192,00 ",SOBRANTE
005-000-00088,Blends Les Contraires Cyril,gr,"  1.650,00 ",  -   ,"  60,00 ","  1.590,00 ",  -   ,  -   ,  -   ,"  1.593,00 ","  1.593,00 ","  -3,00 ",SOBRANTE
005-000-00090,Blends Legacy,gr,"  287,00 ","  500,00 ","  450,00 ","  337,00 ",  -   ,  -   ,  -   ,"  276,00 ","  276,00 ","  61,00 ",FALTANTE
005-000-00092,Blends Cardo,gr,"  444,00 ",  -   ,  -   ,"  444,00 ",  -   ,  -   ,  -   ,"  447,00 ","  447,00 ","  -3,00 ",SOBRANTE
005-000-00096,Blends Jardin De La Reina Cyril,gr,"  253,00 ",  -   ,"  253,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00098,Blends Miss Elisa Cyril,gr,"  111,00 ",  -   ,"  110,00 ","  1,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,00 ",FALTANTE
005-000-00099,Soluble Chai,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  554,00 ","  554,00 ","  -554,00 ",SOBRANTE
005-000-00100,Taro Latte Mix,gr,"  280,00 ",  -   ,"  279,50 ","  0,50 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  0,50 ",FALTANTE
005-000-00101,Soluble Te Negro,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00102,Blends Cedron Hierbaluisa Lucia,gr,"  259,00 ",  -   ,"  327,00 ","  -68,00 ",  -   ,  -   ,  -   ,"  431,00 ","  431,00 ","  -499,00 ",SOBRANTE
005-000-00104,Blends Manzanilla Y Miel,gr,"  2.103,00 ","  1.204,00 ","  3.307,00 ",  -   ,  -   ,  -   ,  -   ,"  1.037,00 ","  1.037,00 ","  -1.037,00 ",SOBRANTE
005-000-00107,Blends Pivoine Floral,gr,"  1.049,00 ",  -   ,  -   ,"  1.049,00 ",  -   ,  -   ,  -   ,"  1.046,00 ","  1.046,00 ","  3,00 ",FALTANTE
005-000-00108,Blends Colada Morada,gr,"  198,00 ",  -   ,"  151,00 ","  47,00 ",  -   ,  -   ,  -   ,"  123,00 ","  123,00 ","  -76,00 ",SOBRANTE
005-000-00109,Blends Kriollo Selvatica N2,gr,"  633,00 ",  -   ,  -   ,"  633,00 ",  -   ,  -   ,  -   ,"  634,00 ","  634,00 ","  -1,00 ",SOBRANTE
005-000-00110,Blends Detox Center Dolor,gr,"  335,00 ",  -   ,  -   ,"  335,00 ",  -   ,  -   ,  -   ,"  335,00 ","  335,00 ",  -   ,SIN DIFERENCIA
005-000-00111,Blends Lemon Splash,gr,"  663,00 ",  -   ,  -   ,"  663,00 ",  -   ,  -   ,  -   ,"  663,00 ","  663,00 ",  -   ,SIN DIFERENCIA
005-000-00112,Blends Kriollo Oriente Especiado,gr,"  447,00 ",  -   ,  -   ,"  447,00 ",  -   ,  -   ,  -   ,"  497,00 ","  497,00 ","  -50,00 ",SOBRANTE
005-000-00113,Blends Kriollo N1 Jardin Rosa,gr,"  109,00 ",  -   ,  -   ,"  109,00 ",  -   ,  -   ,  -   ,"  108,00 ","  108,00 ","  1,00 ",FALTANTE
005-000-00114,Blends Kriollo N6,gr,"  71,00 ",  -   ,  -   ,"  71,00 ",  -   ,  -   ,  -   ,"  72,00 ","  72,00 ","  -1,00 ",SOBRANTE
005-000-00115,Blends Encanto Frutal,gr,"  860,00 ",  -   ,  -   ,"  860,00 ",  -   ,  -   ,  -   ,"  860,00 ","  860,00 ",  -   ,SIN DIFERENCIA
005-000-00116,Blends Cannandes Red Vitality,gr,"  284,00 ",  -   ,  -   ,"  284,00 ",  -   ,  -   ,  -   ,"  286,00 ","  286,00 ","  -2,00 ",SOBRANTE
005-000-00117,Herbal Cbd,gr,"  1.745,00 ",  -   ,  -   ,"  1.745,00 ",  -   ,  -   ,  -   ,"  1.746,00 ","  1.746,00 ","  -1,00 ",SOBRANTE
005-000-00118,Blends Nuema Amazonia Episodio 2,gr,"  287,00 ",  -   ,  -   ,"  287,00 ",  -   ,  -   ,  -   ,"  289,00 ","  289,00 ","  -2,00 ",SOBRANTE
005-000-00119,Blends Nuema Amazonia Episodio 3,gr,"  438,00 ",  -   ,  -   ,"  438,00 ",  -   ,  -   ,  -   ,"  440,00 ","  440,00 ","  -2,00 ",SOBRANTE
005-000-00120,Blends Nuema Costa Episodio 2,gr,"  117,00 ",  -   ,"  97,00 ","  20,00 ",  -   ,  -   ,  -   ,"  117,00 ","  117,00 ","  -97,00 ",SOBRANTE
005-000-00121,Blends Nuema Costa Episodio 3,gr,"  294,00 ",  -   ,  -   ,"  294,00 ",  -   ,  -   ,  -   ,"  160,00 ","  160,00 ","  134,00 ",FALTANTE
005-000-00122,Blends Nuema Andes Episodio 1,gr,"  92,00 ",  -   ,  -   ,"  92,00 ",  -   ,  -   ,  -   ,"  93,00 ","  93,00 ","  -1,00 ",SOBRANTE
005-000-00123,Blends Nuema Andes Episodio 4,gr,"  258,00 ",  -   ,  -   ,"  258,00 ",  -   ,  -   ,  -   ,"  260,00 ","  260,00 ","  -2,00 ",SOBRANTE
005-000-00125,Blends Digestive,gr,"  25,00 ",  -   ,  -   ,"  25,00 ",  -   ,  -   ,  -   ,"  188,00 ","  188,00 ","  -163,00 ",SOBRANTE
005-000-00126,Blends Guayusa Mate Y Citrus,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00127,Blends Fruit Punch,gr,"  204,00 ",  -   ,  -   ,"  204,00 ",  -   ,  -   ,  -   ,"  205,00 ","  205,00 ","  -1,00 ",SOBRANTE
005-000-00128,Blends Mystic Rose,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00129,Blends Orange Sunset,gr,"  607,00 ",  -   ,  -   ,"  607,00 ",  -   ,  -   ,  -   ,"  606,00 ","  606,00 ","  1,00 ",FALTANTE
005-000-00130,Blends Rooibos Banana,gr,"  681,00 ",  -   ,  -   ,"  681,00 ",  -   ,  -   ,  -   ,"  681,00 ","  681,00 ",  -   ,SIN DIFERENCIA
005-000-00131,Soluble Dragon Fruit,gr,"  9.307,00 ","  144.820,00 ","  115.200,00 ","  38.927,00 ","  2.110,00 ",  -   ,  -   ,  -   ,"  2.110,00 ","  36.817,00 ",FALTANTE
005-000-00133,Soluble Te Verde,gr,"  528,00 ",  -   ,  -   ,"  528,00 ","  528,00 ",  -   ,  -   ,  -   ,"  528,00 ",  -   ,SIN DIFERENCIA
005-000-00134,Soluble Taro Purple,gr,"  480,00 ","  500,00 ","  850,00 ","  130,00 ","  334,00 ",  -   ,  -   ,  -   ,"  334,00 ","  -204,00 ",SOBRANTE
005-000-00135,Soluble Chai Latte Corfu,gr,"  1.903,00 ","  15.200,00 ","  10.000,00 ","  7.103,00 ","  850,00 ",  -   ,  -   ,  -   ,"  850,00 ","  6.253,00 ",FALTANTE
005-000-00136,Soluble Butterfly,gr,"  375,00 ",  -   ,"  172,00 ","  203,00 ","  198,00 ","  1.000,00 ",  -   ,  -   ,"  1.198,00 ","  -995,00 ",SOBRANTE
005-000-00137,Soluble Limonada Pink,gr,"  141,00 ",  -   ,  -   ,"  141,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  141,00 ",FALTANTE
005-000-00138,Soluble Red Velvet,gr,"  298,00 ","  500,00 ","  698,00 ","  100,00 ","  276,00 ",  -   ,  -   ,  -   ,"  276,00 ","  -176,00 ",SOBRANTE
005-000-00139,Soluble Arandano,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00140,Soluble Limonada Frutos Rojos,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00141,Solible Matcha Mango,gr,"  264,00 ","  1.500,00 ","  1.764,00 ",  -   ,"  333,00 ",  -   ,  -   ,  -   ,"  333,00 ","  -333,00 ",SOBRANTE
005-000-00142,Blends Orange Sunset,gr,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00143,Blends Hierbaluisa,gr,"  122,00 ",  -   ,  -   ,"  122,00 ",  -   ,  -   ,  -   ,"  122,00 ","  122,00 ",  -   ,SIN DIFERENCIA
005-000-00145,Piramide Amaranto,uni,"  2,00 ",  -   ,  -   ,"  2,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  2,00 ",FALTANTE
005-000-00147,Piramide Anis Oregano,uni,"  18,00 ","  25,00 ","  20,00 ","  23,00 ",  -   ,  -   ,"  34,00 ",  -   ,"  34,00 ","  -11,00 ",SOBRANTE
005-000-00150,Piramide Atix,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00151,Piramide Au Coeur De Paris,uni,  -   ,  -   ,"  22,00 ","  -22,00 ",  -   ,  -   ,  -   ,"  12,00 ","  12,00 ","  -34,00 ",SOBRANTE
005-000-00152,Piramide Blue Focus,uni,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,SIN DIFERENCIA
005-000-00153,Piramide Body Detox,uni,"  13,00 ",  -   ,  -   ,"  13,00 ",  -   ,  -   ,"  13,00 ",  -   ,"  13,00 ",  -   ,SIN DIFERENCIA
005-000-00154,Piramides Sachet Butterfly,uni,"  205,00 ",  -   ,  -   ,"  205,00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  205,00 ",FALTANTE
